id,reference,tradingDayId,tradeDate,pair,direction,strategy,risk,lotSize,entryPrice,exitPrice,returnPct,pips,outcome,status,openTime,closeTime,isPublic,datasetVersion
6dadca20-1ebd-4fbb-be38-57b2cc8496b9,TRD-H000576,19c1a095-9cbe-cea7-04bb-fa81cd32dc43,2023-08-02,XAU/USD,SELL,Volatility Spike,HIGH,2.34,1988.04,1973.72,0.236936,143.2,WIN,CLOSED,2023-08-02T08:25:00.000Z,2023-08-02T12:50:00.000Z,true,wealthora-historical-trades-v1
85fc13df-084f-4d86-83b2-0d0371269196,TRD-H000577,18d0624d-33b0-a104-981b-c5c54bb43700,2023-08-03,EUR/USD,SELL,Session Breakout,LOW,2.22,1.09249,1.09467,-0.120896,21.8,LOSS,CLOSED,2023-08-03T07:53:00.000Z,2023-08-03T10:40:00.000Z,true,wealthora-historical-trades-v1
9035e438-bd4c-4e80-a7a4-edb90ec7a6c2,TRD-H000578,18d0624d-33b0-a104-981b-c5c54bb43700,2023-08-03,GBP/USD,BUY,Session Breakout,HIGH,2.32,1.26998,1.26423,-0.026575,57.5,LOSS,CLOSED,2023-08-03T07:34:00.000Z,2023-08-03T08:50:00.000Z,true,wealthora-historical-trades-v1
592d34b6-a1ef-4f7f-8b03-3db44d24a103,TRD-H000579,2fb63f03-436e-3981-8a53-a92df0b4eb6b,2023-08-04,USD/JPY,BUY,AI Momentum,MEDIUM,1.42,141.714,142.631,1.017232,91.7,WIN,CLOSED,2023-08-04T12:21:00.000Z,2023-08-04T14:41:00.000Z,true,wealthora-historical-trades-v1
7f426ddd-361d-4ade-9162-dc6a82042a93,TRD-H000580,2d1c3cb8-0814-6e0c-3cd8-3822ba25d368,2023-08-07,USD/CHF,SELL,AI Momentum,MEDIUM,2.49,0.87672,0.87393,0.310132,27.9,WIN,CLOSED,2023-08-07T10:13:00.000Z,2023-08-07T13:36:00.000Z,true,wealthora-historical-trades-v1
5bbc76cf-bf5b-4358-9e36-c4d784cf1de4,TRD-H000581,2d1c3cb8-0814-6e0c-3cd8-3822ba25d368,2023-08-07,AUD/USD,SELL,Carry Overlay,MEDIUM,0.17,0.65827,0.6565,0.310986,17.7,WIN,CLOSED,2023-08-07T07:54:00.000Z,2023-08-07T12:20:00.000Z,true,wealthora-historical-trades-v1
93f0dd6d-9b30-4041-8a3f-f9791a7a467d,TRD-H000582,2d1c3cb8-0814-6e0c-3cd8-3822ba25d368,2023-08-07,NZD/USD,BUY,Mean Reversion,LOW,1.26,0.60924,0.61118,0.714436,19.4,WIN,CLOSED,2023-08-07T08:27:00.000Z,2023-08-07T10:58:00.000Z,true,wealthora-historical-trades-v1
7e9263a5-5b92-4b20-bdb9-3df317af1a31,TRD-H000583,5effb448-7d23-5bd6-c88c-3687e417fbdd,2023-08-08,USD/CAD,BUY,Volatility Spike,MEDIUM,1.68,1.33813,1.34628,0.450553,81.5,WIN,CLOSED,2023-08-08T13:26:00.000Z,2023-08-08T18:30:00.000Z,true,wealthora-historical-trades-v1
4ef36efd-2263-410a-85e4-5d7b7b369172,TRD-H000584,5effb448-7d23-5bd6-c88c-3687e417fbdd,2023-08-08,EUR/JPY,SELL,Mean Reversion,HIGH,1.84,157.354,156.76,0.911492,59.4,WIN,CLOSED,2023-08-08T12:45:00.000Z,2023-08-08T14:13:00.000Z,true,wealthora-historical-trades-v1
0077c5e6-aa45-4d7d-b8bb-8e4a9dcfa15a,TRD-H000585,bd2184bd-c4f8-efe9-2b6d-e617bc42666c,2023-08-09,GBP/JPY,SELL,Session Breakout,LOW,0.9,182.893,182.452,0.126444,44.1,WIN,CLOSED,2023-08-09T14:48:00.000Z,2023-08-09T18:23:00.000Z,true,wealthora-historical-trades-v1
cd8451b7-648b-4bec-be77-69dad19d85c1,TRD-H000586,bd2184bd-c4f8-efe9-2b6d-e617bc42666c,2023-08-09,EUR/GBP,SELL,Session Breakout,LOW,0.5,0.8624,0.85999,0.123534,24.1,WIN,CLOSED,2023-08-09T13:15:00.000Z,2023-08-09T14:39:00.000Z,true,wealthora-historical-trades-v1
f1514117-5bd9-45a6-af98-ed977f2a23bc,TRD-H000587,bd2184bd-c4f8-efe9-2b6d-e617bc42666c,2023-08-09,AUD/JPY,SELL,Session Breakout,LOW,1.93,93.62,93.972,-0.139584,35.2,LOSS,CLOSED,2023-08-09T07:16:00.000Z,2023-08-09T08:06:00.000Z,true,wealthora-historical-trades-v1
4df1cb3c-67bc-41c8-99c5-d22b0c91963a,TRD-H000588,bd2184bd-c4f8-efe9-2b6d-e617bc42666c,2023-08-09,XAU/USD,BUY,Carry Overlay,LOW,1.25,1951.74,1963.64,0.19462,119,WIN,CLOSED,2023-08-09T09:14:00.000Z,2023-08-09T11:17:00.000Z,true,wealthora-historical-trades-v1
739d821e-550b-4a10-ac6a-dc97e84399c9,TRD-H000589,3dce4eeb-58e2-fd7a-9af7-558b71b83657,2023-08-10,EUR/USD,SELL,Mean Reversion,HIGH,1.71,1.10331,1.09897,0.218708,43.4,WIN,CLOSED,2023-08-10T10:51:00.000Z,2023-08-10T15:39:00.000Z,true,wealthora-historical-trades-v1
673e1988-3a5c-4b3e-854c-8ae5c899148b,TRD-H000590,3dce4eeb-58e2-fd7a-9af7-558b71b83657,2023-08-10,GBP/USD,BUY,Carry Overlay,MEDIUM,0.52,1.27269,1.27882,0.199185,61.3,WIN,CLOSED,2023-08-10T12:44:00.000Z,2023-08-10T13:36:00.000Z,true,wealthora-historical-trades-v1
cefb3add-c462-4fc1-adaf-5acc3320fa69,TRD-H000591,3dce4eeb-58e2-fd7a-9af7-558b71b83657,2023-08-10,USD/JPY,BUY,Session Breakout,LOW,1.46,143.476,144.277,0.270045,80.1,WIN,CLOSED,2023-08-10T14:06:00.000Z,2023-08-10T18:24:00.000Z,true,wealthora-historical-trades-v1
93bde554-cffe-4193-a8eb-9b5d60d21a9b,TRD-H000592,f983b12c-5faf-3835-4c76-3ce668dadebf,2023-08-11,USD/CHF,SELL,Carry Overlay,MEDIUM,0.72,0.87688,0.87411,0.171324,27.7,WIN,CLOSED,2023-08-11T10:49:00.000Z,2023-08-11T14:19:00.000Z,true,wealthora-historical-trades-v1
94991955-ca35-48c0-997f-694b5f70a828,TRD-H000593,f983b12c-5faf-3835-4c76-3ce668dadebf,2023-08-11,AUD/USD,SELL,Volatility Spike,HIGH,1.21,0.65253,0.65006,0.174524,24.7,WIN,CLOSED,2023-08-11T12:46:00.000Z,2023-08-11T17:19:00.000Z,true,wealthora-historical-trades-v1
c3c8b5d7-ab0d-45a0-b455-2588a6ffb8f0,TRD-H000594,f983b12c-5faf-3835-4c76-3ce668dadebf,2023-08-11,NZD/USD,SELL,Volatility Spike,HIGH,0.51,0.60149,0.59894,0.405219,25.5,WIN,CLOSED,2023-08-11T13:04:00.000Z,2023-08-11T14:56:00.000Z,true,wealthora-historical-trades-v1
89cfca87-99c9-4e09-b66f-115113772eec,TRD-H000595,c9189711-53eb-b6f5-cf4f-5a1c9936f730,2023-08-14,USD/CAD,BUY,Session Breakout,MEDIUM,0.92,1.34485,1.34728,0.255047,24.3,WIN,CLOSED,2023-08-14T12:24:00.000Z,2023-08-14T15:57:00.000Z,true,wealthora-historical-trades-v1
8b3a1576-9646-4f63-994e-1195e09bf611,TRD-H000596,c9189711-53eb-b6f5-cf4f-5a1c9936f730,2023-08-14,EUR/JPY,BUY,AI Momentum,MEDIUM,1.38,158.262,158.686,0.441585,42.4,WIN,CLOSED,2023-08-14T11:56:00.000Z,2023-08-14T16:19:00.000Z,true,wealthora-historical-trades-v1
be30bc4d-7c89-4f78-a850-e17a2dc1f65b,TRD-H000597,874778f5-4ca7-c34e-d212-c7484a466ac6,2023-08-15,GBP/JPY,BUY,Volatility Spike,LOW,2.13,184.579,185.075,0.17006,49.6,WIN,CLOSED,2023-08-15T10:03:00.000Z,2023-08-15T13:00:00.000Z,true,wealthora-historical-trades-v1
8ddf1102-335d-42ab-a2f7-aeab51503731,TRD-H000598,874778f5-4ca7-c34e-d212-c7484a466ac6,2023-08-15,EUR/GBP,BUY,Session Breakout,HIGH,0.24,0.85805,0.8603,0.128218,22.5,WIN,CLOSED,2023-08-15T07:55:00.000Z,2023-08-15T11:21:00.000Z,true,wealthora-historical-trades-v1
83a19163-499c-4389-b93c-6bb8f15b1f07,TRD-H000599,874778f5-4ca7-c34e-d212-c7484a466ac6,2023-08-15,AUD/JPY,BUY,Mean Reversion,MEDIUM,2.46,94.21,94.637,0.146169,42.7,WIN,CLOSED,2023-08-15T14:21:00.000Z,2023-08-15T16:20:00.000Z,true,wealthora-historical-trades-v1
5f725d2c-fd04-4b6e-82c8-9ac94d775bed,TRD-H000600,874778f5-4ca7-c34e-d212-c7484a466ac6,2023-08-15,XAU/USD,BUY,Mean Reversion,MEDIUM,0.54,1931.53,1942.12,0.062426,105.9,WIN,CLOSED,2023-08-15T08:35:00.000Z,2023-08-15T11:57:00.000Z,true,wealthora-historical-trades-v1
00fc177d-dc6b-465a-a2bf-4515777781ae,TRD-H000601,e7ca4019-91b7-730c-5e9b-3fca4ccfd3e8,2023-08-16,EUR/USD,BUY,Session Breakout,MEDIUM,0.97,1.09066,1.09299,0.309853,23.3,WIN,CLOSED,2023-08-16T07:36:00.000Z,2023-08-16T08:30:00.000Z,true,wealthora-historical-trades-v1
6a6f7a83-7093-4008-8047-44238f1ee9cf,TRD-H000602,e7ca4019-91b7-730c-5e9b-3fca4ccfd3e8,2023-08-16,GBP/USD,BUY,Volatility Spike,HIGH,2.31,1.27101,1.27442,0.568806,34.1,WIN,CLOSED,2023-08-16T07:55:00.000Z,2023-08-16T09:09:00.000Z,true,wealthora-historical-trades-v1
4ff893b6-b83e-4d59-b529-f5bdaf99cf55,TRD-H000603,fe6f6718-8f70-1769-89e4-c5da043028e4,2023-08-17,USD/JPY,SELL,Carry Overlay,MEDIUM,1.8,146.321,145.744,0.34945,57.7,WIN,CLOSED,2023-08-17T12:45:00.000Z,2023-08-17T15:41:00.000Z,true,wealthora-historical-trades-v1
0688925b-9fc4-43ba-ba6b-6e52967b72e2,TRD-H000604,fe6f6718-8f70-1769-89e4-c5da043028e4,2023-08-17,USD/CHF,BUY,Session Breakout,LOW,0.25,0.87706,0.87979,0.660376,27.3,WIN,CLOSED,2023-08-17T08:29:00.000Z,2023-08-17T13:28:00.000Z,true,wealthora-historical-trades-v1
c5a48f85-a378-4813-9b58-66e20123b0bb,TRD-H000605,1bbe860e-c493-6c7e-ab39-d61353bc0679,2023-08-18,AUD/USD,BUY,Mean Reversion,MEDIUM,2.43,0.63902,0.64229,0.124821,32.7,WIN,CLOSED,2023-08-18T12:08:00.000Z,2023-08-18T13:23:00.000Z,true,wealthora-historical-trades-v1
46d4b987-c14f-4011-9768-6dc03d021c5e,TRD-H000606,1bbe860e-c493-6c7e-ab39-d61353bc0679,2023-08-18,NZD/USD,BUY,Mean Reversion,LOW,1.98,0.59382,0.5916,-0.17864,22.2,LOSS,CLOSED,2023-08-18T09:42:00.000Z,2023-08-18T10:07:00.000Z,true,wealthora-historical-trades-v1
69504629-30cd-4c34-b463-c2df8fa9f6b4,TRD-H000607,1bbe860e-c493-6c7e-ab39-d61353bc0679,2023-08-18,USD/CAD,BUY,Session Breakout,HIGH,1.54,1.35676,1.35384,-0.149307,29.2,LOSS,CLOSED,2023-08-18T11:26:00.000Z,2023-08-18T16:17:00.000Z,true,wealthora-historical-trades-v1
06c30543-3714-498a-8e27-06d58b869de2,TRD-H000608,1bbe860e-c493-6c7e-ab39-d61353bc0679,2023-08-18,EUR/JPY,SELL,Volatility Spike,LOW,2.23,158.316,157.859,0.770338,45.7,WIN,CLOSED,2023-08-18T10:31:00.000Z,2023-08-18T11:24:00.000Z,true,wealthora-historical-trades-v1
635398b5-e43c-4b90-954d-2d0a4d1b94d1,TRD-H000609,df1a74c4-103f-cfcd-2036-7e8a45fc780e,2023-08-21,GBP/JPY,BUY,AI Momentum,LOW,0.23,185.294,186.017,0.298206,72.3,WIN,CLOSED,2023-08-21T10:06:00.000Z,2023-08-21T15:04:00.000Z,true,wealthora-historical-trades-v1
829d9ec2-ab51-4a58-84e5-2cc5092a8ea5,TRD-H000610,df1a74c4-103f-cfcd-2036-7e8a45fc780e,2023-08-21,EUR/GBP,SELL,Session Breakout,MEDIUM,1.14,0.85399,0.85584,-0.25936,18.5,LOSS,CLOSED,2023-08-21T13:39:00.000Z,2023-08-21T14:44:00.000Z,true,wealthora-historical-trades-v1
532dfcd6-2cd8-4794-9624-499eb038bad4,TRD-H000611,df1a74c4-103f-cfcd-2036-7e8a45fc780e,2023-08-21,AUD/JPY,SELL,Mean Reversion,HIGH,2.28,93.541,92.993,1.061547,54.8,WIN,CLOSED,2023-08-21T08:44:00.000Z,2023-08-21T09:47:00.000Z,true,wealthora-historical-trades-v1
5871dff4-d5a3-4806-8632-8248fef2a17e,TRD-H000612,eac6f04f-67cf-27b6-8444-81f43b731d30,2023-08-22,XAU/USD,SELL,AI Momentum,MEDIUM,2.09,1930.37,1920.64,0.260672,97.3,WIN,CLOSED,2023-08-22T07:51:00.000Z,2023-08-22T12:51:00.000Z,true,wealthora-historical-trades-v1
51f19f19-b887-4108-a587-c91409ae65ec,TRD-H000613,eac6f04f-67cf-27b6-8444-81f43b731d30,2023-08-22,EUR/USD,BUY,Volatility Spike,LOW,2.34,1.08614,1.09046,0.188868,43.2,WIN,CLOSED,2023-08-22T09:21:00.000Z,2023-08-22T14:11:00.000Z,true,wealthora-historical-trades-v1
8ae61b90-0a19-4f05-a460-a4bb13cc6da4,TRD-H000614,eac6f04f-67cf-27b6-8444-81f43b731d30,2023-08-22,GBP/USD,SELL,Mean Reversion,HIGH,2.06,1.27866,1.27338,0.207551,52.8,WIN,CLOSED,2023-08-22T09:54:00.000Z,2023-08-22T13:55:00.000Z,true,wealthora-historical-trades-v1
5497173e-b337-400c-bd30-7ee529e744a6,TRD-H000615,eac6f04f-67cf-27b6-8444-81f43b731d30,2023-08-22,USD/JPY,SELL,Session Breakout,HIGH,0.4,146.141,145.68,0.495441,46.1,WIN,CLOSED,2023-08-22T13:30:00.000Z,2023-08-22T14:25:00.000Z,true,wealthora-historical-trades-v1
ea3cebb2-89d0-4bf6-b8b7-3e5121358fc2,TRD-H000616,2ddb4cbc-7e71-4312-2c6b-84a7bbb8598b,2023-08-23,USD/CHF,BUY,Mean Reversion,HIGH,0.22,0.88087,0.87823,-0.421233,26.4,LOSS,CLOSED,2023-08-23T14:38:00.000Z,2023-08-23T16:04:00.000Z,true,wealthora-historical-trades-v1
26311109-6ce9-43c4-84e6-21e6a1c9c970,TRD-H000617,2ddb4cbc-7e71-4312-2c6b-84a7bbb8598b,2023-08-23,AUD/USD,BUY,Mean Reversion,HIGH,1.88,0.64215,0.64553,1.696544,33.8,WIN,CLOSED,2023-08-23T10:05:00.000Z,2023-08-23T12:05:00.000Z,true,wealthora-historical-trades-v1
464d4008-f93e-48c4-86d6-257dcfa1b8b6,TRD-H000618,525fca2b-5706-2ece-9ed8-a526c12320bb,2023-08-24,NZD/USD,BUY,Session Breakout,LOW,0.51,0.59341,0.5963,0.324588,28.9,WIN,CLOSED,2023-08-24T08:00:00.000Z,2023-08-24T12:16:00.000Z,true,wealthora-historical-trades-v1
73733d0d-2ecb-4e12-8081-1b2be694b823,TRD-H000619,525fca2b-5706-2ece-9ed8-a526c12320bb,2023-08-24,USD/CAD,BUY,AI Momentum,HIGH,0.61,1.35282,1.35766,0.481538,48.4,WIN,CLOSED,2023-08-24T10:01:00.000Z,2023-08-24T12:33:00.000Z,true,wealthora-historical-trades-v1
c958c114-cdae-410a-9423-cde69c4f43e2,TRD-H000620,39b6ef8b-ec25-5553-8858-b18ea85a125e,2023-08-25,EUR/JPY,SELL,Mean Reversion,MEDIUM,1.66,157.796,157.367,0.918152,42.9,WIN,CLOSED,2023-08-25T12:33:00.000Z,2023-08-25T14:46:00.000Z,true,wealthora-historical-trades-v1
8c8a9d61-b356-45c8-a2f3-d6c66a4b3967,TRD-H000621,b4d80047-56ea-a5cf-95f8-e3bd58333971,2023-08-28,GBP/JPY,BUY,Carry Overlay,LOW,1.63,184.528,184.288,-0.265848,24,LOSS,CLOSED,2023-08-28T07:20:00.000Z,2023-08-28T11:01:00.000Z,true,wealthora-historical-trades-v1
7d06d39f-da46-4702-b7d3-75fa2472225c,TRD-H000622,b4d80047-56ea-a5cf-95f8-e3bd58333971,2023-08-28,EUR/GBP,SELL,Session Breakout,MEDIUM,1.21,0.85949,0.85801,0.300466,14.8,WIN,CLOSED,2023-08-28T13:44:00.000Z,2023-08-28T15:02:00.000Z,true,wealthora-historical-trades-v1
ae9e4d91-308e-4666-ada2-398894c0c9b4,TRD-H000623,b4d80047-56ea-a5cf-95f8-e3bd58333971,2023-08-28,AUD/JPY,BUY,Mean Reversion,MEDIUM,0.26,93.913,94.154,1.24939,24.1,WIN,CLOSED,2023-08-28T09:36:00.000Z,2023-08-28T10:17:00.000Z,true,wealthora-historical-trades-v1
98c01f56-47d1-42d7-a666-1de0d09ed506,TRD-H000624,1e71ba3a-f1e0-0c25-72b4-8cc4be48efad,2023-08-29,XAU/USD,BUY,Volatility Spike,LOW,1.01,1963.28,1944.68,-0.142642,186,LOSS,CLOSED,2023-08-29T07:40:00.000Z,2023-08-29T09:32:00.000Z,true,wealthora-historical-trades-v1
96cf2e8b-88bc-4708-9a3e-0f0e7f987c8e,TRD-H000625,9d2e9fcd-0139-6dc7-83ad-9d2adc7f9395,2023-08-30,EUR/USD,BUY,Session Breakout,LOW,2.12,1.08668,1.09339,0.134846,67.1,WIN,CLOSED,2023-08-30T08:13:00.000Z,2023-08-30T12:53:00.000Z,true,wealthora-historical-trades-v1
4a6bd113-583c-4696-9d2b-59deb206572c,TRD-H000626,9d2e9fcd-0139-6dc7-83ad-9d2adc7f9395,2023-08-30,GBP/USD,SELL,Volatility Spike,MEDIUM,0.52,1.26398,1.27215,-0.254486,81.7,LOSS,CLOSED,2023-08-30T07:45:00.000Z,2023-08-30T11:20:00.000Z,true,wealthora-historical-trades-v1
5017acce-ed79-4897-bb02-4e5b7c2a65e2,TRD-H000627,91dd1d6c-57a8-bc0f-d305-1406ce9b64d1,2023-08-31,USD/JPY,SELL,Carry Overlay,LOW,0.57,146.039,145.689,0.123047,35,WIN,CLOSED,2023-08-31T07:54:00.000Z,2023-08-31T08:37:00.000Z,true,wealthora-historical-trades-v1
3b526e2c-71bc-4db9-8f39-40b400e2fc14,TRD-H000628,91dd1d6c-57a8-bc0f-d305-1406ce9b64d1,2023-08-31,USD/CHF,SELL,AI Momentum,MEDIUM,0.52,0.88283,0.87798,0.098707,48.5,WIN,CLOSED,2023-08-31T09:34:00.000Z,2023-08-31T12:00:00.000Z,true,wealthora-historical-trades-v1
51109a8b-cfa6-4a25-a741-aa97fe753bc7,TRD-H000629,91dd1d6c-57a8-bc0f-d305-1406ce9b64d1,2023-08-31,AUD/USD,BUY,AI Momentum,MEDIUM,0.48,0.6501,0.64749,-0.110846,26.1,LOSS,CLOSED,2023-08-31T10:16:00.000Z,2023-08-31T12:21:00.000Z,true,wealthora-historical-trades-v1
66998f02-1e4a-4b58-aa62-919729f42c52,TRD-H000630,c3dcb4d2-9ef5-db88-f166-f07c6c06a896,2023-09-01,NZD/USD,BUY,Session Breakout,LOW,0.66,0.59498,0.59909,0.198932,41.1,WIN,CLOSED,2023-09-01T07:31:00.000Z,2023-09-01T08:54:00.000Z,true,wealthora-historical-trades-v1
3623338b-dffd-4836-95f4-730cc8aa4a77,TRD-H000631,c3dcb4d2-9ef5-db88-f166-f07c6c06a896,2023-09-01,USD/CAD,BUY,Session Breakout,HIGH,2.06,1.35104,1.35634,0.179911,53,WIN,CLOSED,2023-09-01T09:28:00.000Z,2023-09-01T09:59:00.000Z,true,wealthora-historical-trades-v1
a60d39a8-fd70-435f-9426-6c119f99b1e2,TRD-H000632,c3dcb4d2-9ef5-db88-f166-f07c6c06a896,2023-09-01,EUR/JPY,SELL,Session Breakout,MEDIUM,2.48,157.831,157.276,0.166372,55.5,WIN,CLOSED,2023-09-01T07:29:00.000Z,2023-09-01T10:51:00.000Z,true,wealthora-historical-trades-v1
498894ff-0cdb-4ac2-8007-bb0fb5e59b84,TRD-H000633,c3dcb4d2-9ef5-db88-f166-f07c6c06a896,2023-09-01,GBP/JPY,BUY,Session Breakout,HIGH,0.1,183.779,184.259,0.120386,48,WIN,CLOSED,2023-09-01T11:22:00.000Z,2023-09-01T11:49:00.000Z,true,wealthora-historical-trades-v1
40678555-bf09-47e7-aa34-07131556ae19,TRD-H000634,a71fb929-c460-6b15-1091-da982f182447,2023-09-04,EUR/GBP,SELL,Carry Overlay,MEDIUM,1.6,0.85547,0.8546,0.289566,8.7,WIN,CLOSED,2023-09-04T14:55:00.000Z,2023-09-04T19:32:00.000Z,true,wealthora-historical-trades-v1
9c176bae-3e85-4789-82ff-24d8e68b188d,TRD-H000635,a71fb929-c460-6b15-1091-da982f182447,2023-09-04,AUD/JPY,BUY,Volatility Spike,MEDIUM,0.99,94.322,94.592,0.293524,27,WIN,CLOSED,2023-09-04T11:56:00.000Z,2023-09-04T14:54:00.000Z,true,wealthora-historical-trades-v1
e2589530-f907-446e-8aef-5617f4e164ff,TRD-H000636,a71fb929-c460-6b15-1091-da982f182447,2023-09-04,XAU/USD,SELL,Volatility Spike,LOW,1.83,1975.71,1964.6,0.497548,111.1,WIN,CLOSED,2023-09-04T12:19:00.000Z,2023-09-04T14:04:00.000Z,true,wealthora-historical-trades-v1
79737ef6-f19b-4402-a012-d814e5df7992,TRD-H000637,894e1440-bd22-6dce-c99f-9788848c4cc3,2023-09-05,EUR/USD,SELL,Mean Reversion,HIGH,2.01,1.07735,1.07185,0.319174,55,WIN,CLOSED,2023-09-05T09:30:00.000Z,2023-09-05T10:12:00.000Z,true,wealthora-historical-trades-v1
2d82c381-a3cc-494a-a00a-3103ec5fc879,TRD-H000638,894e1440-bd22-6dce-c99f-9788848c4cc3,2023-09-05,GBP/USD,BUY,Carry Overlay,HIGH,2.43,1.25417,1.26032,0.263105,61.5,WIN,CLOSED,2023-09-05T08:11:00.000Z,2023-09-05T12:07:00.000Z,true,wealthora-historical-trades-v1
56e526b6-ee48-4a2e-9e5c-ff9bf65bb929,TRD-H000639,894e1440-bd22-6dce-c99f-9788848c4cc3,2023-09-05,USD/JPY,BUY,Carry Overlay,HIGH,0.26,146.742,147.436,0.698218,69.4,WIN,CLOSED,2023-09-05T13:20:00.000Z,2023-09-05T18:11:00.000Z,true,wealthora-historical-trades-v1
33be34f2-d6b0-4fbd-a729-93d51e19944e,TRD-H000640,24e6fd59-055b-c9ae-47b1-a25e998189d5,2023-09-06,USD/CHF,BUY,Mean Reversion,MEDIUM,0.36,0.88956,0.89252,0.271356,29.6,WIN,CLOSED,2023-09-06T10:16:00.000Z,2023-09-06T14:15:00.000Z,true,wealthora-historical-trades-v1
fb8b0e9f-9e1c-498a-bce0-9ec96770e624,TRD-H000641,24e6fd59-055b-c9ae-47b1-a25e998189d5,2023-09-06,AUD/USD,SELL,AI Momentum,LOW,0.66,0.63692,0.63915,-0.246574,22.3,LOSS,CLOSED,2023-09-06T12:23:00.000Z,2023-09-06T12:51:00.000Z,true,wealthora-historical-trades-v1
d63b08c0-e713-469d-8827-53231806b6ad,TRD-H000642,24e6fd59-055b-c9ae-47b1-a25e998189d5,2023-09-06,NZD/USD,SELL,Volatility Spike,HIGH,1.26,0.58967,0.58707,1.123138,26,WIN,CLOSED,2023-09-06T09:06:00.000Z,2023-09-06T11:43:00.000Z,true,wealthora-historical-trades-v1
b148daef-b2d4-4e9a-880a-7b690f96c2e3,TRD-H000643,79e86267-6f0a-c4ac-3016-d3ab96e56cba,2023-09-07,USD/CAD,SELL,Volatility Spike,LOW,1.56,1.36735,1.36444,0.124616,29.1,WIN,CLOSED,2023-09-07T11:30:00.000Z,2023-09-07T12:14:00.000Z,true,wealthora-historical-trades-v1
6f7565e4-ddad-431d-86f5-545e9b846e87,TRD-H000644,79e86267-6f0a-c4ac-3016-d3ab96e56cba,2023-09-07,EUR/JPY,BUY,Volatility Spike,MEDIUM,1.92,157.621,158.365,0.099218,74.4,WIN,CLOSED,2023-09-07T11:52:00.000Z,2023-09-07T15:57:00.000Z,true,wealthora-historical-trades-v1
111e2743-2986-4848-b151-3db13f798ac4,TRD-H000645,79e86267-6f0a-c4ac-3016-d3ab96e56cba,2023-09-07,GBP/JPY,BUY,Session Breakout,HIGH,2.03,184.436,183.604,-0.084411,83.2,LOSS,CLOSED,2023-09-07T11:08:00.000Z,2023-09-07T15:05:00.000Z,true,wealthora-historical-trades-v1
cca87ad1-5063-4058-a377-da00a2f24ba0,TRD-H000646,79e86267-6f0a-c4ac-3016-d3ab96e56cba,2023-09-07,EUR/GBP,BUY,Volatility Spike,MEDIUM,1.2,0.85965,0.85793,-0.347145,17.2,LOSS,CLOSED,2023-09-07T09:59:00.000Z,2023-09-07T14:05:00.000Z,true,wealthora-historical-trades-v1
a99250ca-3925-4281-bb7c-bd4aa93ae457,TRD-H000647,5ef58ee5-7a41-d7bd-260c-8d7cccd53455,2023-09-08,AUD/JPY,SELL,Session Breakout,HIGH,1.2,94.343,93.762,0.233429,58.1,WIN,CLOSED,2023-09-08T11:03:00.000Z,2023-09-08T13:23:00.000Z,true,wealthora-historical-trades-v1
3d9111f7-97ea-4aa0-8352-23d273132510,TRD-H000648,5ef58ee5-7a41-d7bd-260c-8d7cccd53455,2023-09-08,XAU/USD,BUY,AI Momentum,HIGH,1.24,1942.91,1950.3,0.204888,73.9,WIN,CLOSED,2023-09-08T13:12:00.000Z,2023-09-08T15:18:00.000Z,true,wealthora-historical-trades-v1
eaa056f8-b5e7-4cc7-9c53-b4a76074845a,TRD-H000649,47a18063-9b9d-f59f-bfbd-df6c4d1f9d7d,2023-09-11,EUR/USD,SELL,Session Breakout,MEDIUM,0.86,1.07487,1.07242,0.442626,24.5,WIN,CLOSED,2023-09-11T10:48:00.000Z,2023-09-11T13:28:00.000Z,true,wealthora-historical-trades-v1
53668831-7ac2-45e7-9810-eb99bfb8c06b,TRD-H000650,1aaae230-62b2-c9e0-05dc-c41722d045df,2023-09-12,GBP/USD,SELL,Carry Overlay,HIGH,0.22,1.25138,1.2473,0.184062,40.8,WIN,CLOSED,2023-09-12T14:05:00.000Z,2023-09-12T18:20:00.000Z,true,wealthora-historical-trades-v1
7db75250-5546-4e76-9925-e28d6c3ebfa1,TRD-H000651,1aaae230-62b2-c9e0-05dc-c41722d045df,2023-09-12,USD/JPY,SELL,Session Breakout,LOW,1.48,146.563,147.047,-0.197383,48.4,LOSS,CLOSED,2023-09-12T11:16:00.000Z,2023-09-12T13:30:00.000Z,true,wealthora-historical-trades-v1
b4940af3-c6a3-4753-b6b0-dd2b649588c9,TRD-H000652,1aaae230-62b2-c9e0-05dc-c41722d045df,2023-09-12,USD/CHF,BUY,Volatility Spike,HIGH,1.21,0.89063,0.89248,0.419274,18.5,WIN,CLOSED,2023-09-12T11:47:00.000Z,2023-09-12T13:02:00.000Z,true,wealthora-historical-trades-v1
7dd83d1f-af51-41ff-b706-82c983795d26,TRD-H000653,c52f2702-1b6d-0a50-b566-412637dd1a0f,2023-09-13,AUD/USD,SELL,Volatility Spike,HIGH,1,0.64259,0.64009,0.148316,25,WIN,CLOSED,2023-09-13T11:51:00.000Z,2023-09-13T12:25:00.000Z,true,wealthora-historical-trades-v1
